B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,GEO_ID,NAME
367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,110,15,55,68,34,34,7,6,0,1500000US060650452222,"Block Group 2, Census Tract 452.22, Riverside County, California"
379,0,0,0,0,0,0,0,0,0,0,0,0,17,0,8,105,7,19,105,34,57,20,0,7,1500000US060650452223,"Block Group 3, Census Tract 452.22, Riverside County, California"
742,21,0,0,0,0,0,0,66,25,0,0,16,0,0,208,195,146,38,17,10,0,0,0,0,1500000US060650452241,"Block Group 1, Census Tract 452.24, Riverside County, California"
726,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,234,0,52,166,41,162,35,14,11,1500000US060650452242,"Block Group 2, Census Tract 452.24, Riverside County, California"
1423,86,0,0,0,0,0,0,0,29,0,17,0,11,0,9,344,32,94,298,74,299,87,43,0,1500000US060650452243,"Block Group 3, Census Tract 452.24, Riverside County, California"
1519,25,0,0,14,0,0,0,0,60,0,0,14,0,17,0,610,36,72,397,77,128,24,0,45,1500000US060650452244,"Block Group 4, Census Tract 452.24, Riverside County, California"
2110,90,0,0,38,0,0,0,119,111,0,0,37,0,91,71,768,7,94,347,132,70,76,59,0,1500000US060650452261,"Block Group 1, Census Tract 452.26, Riverside County, California"
1805,0,0,0,0,0,0,0,85,391,0,0,182,0,0,16,893,0,53,115,30,32,8,0,0,1500000US060650452262,"Block Group 2, Census Tract 452.26, Riverside County, California"
1548,36,0,0,0,2,0,0,0,32,0,0,15,0,53,73,544,165,191,378,26,10,23,0,0,1500000US060650452263,"Block Group 3, Census Tract 452.26, Riverside County, California"
2162,65,0,0,0,0,0,0,0,46,25,0,0,0,52,31,331,42,196,497,128,417,249,21,62,1500000US060650452281,"Block Group 1, Census Tract 452.28, Riverside County, California"
2660,94,0,0,0,16,14,0,0,0,0,0,0,0,0,279,458,64,8,516,420,580,165,36,10,1500000US060650452282,"Block Group 2, Census Tract 452.28, Riverside County, California"
1084,21,0,0,0,0,0,0,0,77,0,21,8,0,0,23,189,79,91,225,83,147,112,8,0,1500000US060650452331,"Block Group 1, Census Tract 452.33, Riverside County, California"
1214,18,0,0,0,0,31,0,0,0,0,0,30,0,0,49,221,9,125,268,111,281,32,29,10,1500000US060650452332,"Block Group 2, Census Tract 452.33, Riverside County, California"
738,0,0,0,0,25,0,0,0,26,0,0,0,0,13,0,221,10,70,139,46,171,9,8,0,1500000US060650452333,"Block Group 3, Census Tract 452.33, Riverside County, California"
2236,0,0,0,0,0,0,0,0,0,0,0,24,0,29,67,257,105,305,273,401,506,109,137,23,1500000US060650452341,"Block Group 1, Census Tract 452.34, Riverside County, California"
791,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,145,0,0,213,163,119,39,59,0,1500000US060650452342,"Block Group 2, Census Tract 452.34, Riverside County, California"
800,97,0,0,0,0,0,0,0,0,0,0,16,0,0,0,98,12,53,133,44,259,65,23,0,1500000US060650452343,"Block Group 3, Census Tract 452.34, Riverside County, California"
1581,18,0,0,0,0,0,0,0,159,0,0,6,0,0,13,180,74,9,411,181,211,200,119,0,1500000US060650452351,"Block Group 1, Census Tract 452.35, Riverside County, California"
982,0,0,0,0,0,0,0,0,290,0,0,0,0,0,12,22,0,69,289,38,228,34,0,0,1500000US060650452352,"Block Group 2, Census Tract 452.35, Riverside County, California"
1585,50,0,0,0,0,51,0,73,93,0,46,63,54,45,26,571,84,194,106,49,80,0,0,0,1500000US060650453021,"Block Group 1, Census Tract 453.02, Riverside County, California"
747,47,0,0,0,0,0,0,0,13,0,0,105,0,39,11,328,14,50,83,0,14,43,0,0,1500000US060650453022,"Block Group 2, Census Tract 453.02, Riverside County, California"
593,37,0,0,0,0,12,0,33,58,0,0,36,0,0,78,273,0,0,20,46,0,0,0,0,1500000US060650453023,"Block Group 3, Census Tract 453.02, Riverside County, California"
678,28,0,0,17,0,3,0,0,24,17,6,43,8,51,26,329,10,51,15,27,17,6,0,0,1500000US060650453031,"Block Group 1, Census Tract 453.03, Riverside County, California"
698,49,0,0,0,0,30,0,0,84,0,18,61,32,33,35,298,16,7,25,0,10,0,0,0,1500000US060650453032,"Block Group 2, Census Tract 453.03, Riverside County, California"
1403,0,0,0,0,0,0,0,0,30,0,0,45,0,0,22,575,0,56,318,157,131,50,19,0,1500000US060650453051,"Block Group 1, Census Tract 453.05, Riverside County, California"
1660,66,0,24,0,0,0,0,0,225,0,0,0,0,22,0,319,69,163,358,71,261,46,0,36,1500000US060650453052,"Block Group 2, Census Tract 453.05, Riverside County, California"
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,16,35,95,49,52,0,19,0,1500000US060650453053,"Block Group 3, Census Tract 453.05, Riverside County, California"
1371,0,0,0,0,0,0,0,0,0,0,0,0,23,21,124,301,52,253,134,163,201,78,21,0,1500000US060650453061,"Block Group 1, Census Tract 453.06, Riverside County, California"
1247,0,0,0,0,0,24,0,0,0,0,0,0,5,17,0,527,56,59,121,116,149,173,0,0,1500000US060650453062,"Block Group 2, Census Tract 453.06, Riverside County, California"
496,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,101,62,30,69,0,110,20,42,0,1500000US060650453063,"Block Group 3, Census Tract 453.06, Riverside County, California"
741,4,0,0,0,0,0,0,37,0,0,0,26,62,0,12,191,7,47,201,94,39,21,0,0,1500000US060650453064,"Block Group 4, Census Tract 453.06, Riverside County, California"
1540,65,0,0,0,0,10,27,10,151,21,53,151,47,58,49,577,75,41,25,64,116,0,0,0,1500000US060650455011,"Block Group 1, Census Tract 455.01, Riverside County, California"
1578,33,0,0,0,0,19,34,0,78,16,74,68,49,47,139,524,61,54,152,104,126,0,0,0,1500000US060650455012,"Block Group 2, Census Tract 455.01, Riverside County, California"
681,32,0,0,0,0,0,0,0,20,0,15,0,38,116,76,301,39,0,14,22,8,0,0,0,1500000US060650455013,"Block Group 3, Census Tract 455.01, Riverside County, California"
1404,54,0,0,12,0,16,0,48,80,0,15,118,23,51,116,456,49,86,104,97,11,30,38,0,1500000US060650455021,"Block Group 1, Census Tract 455.02, Riverside County, California"
1022,74,0,0,0,0,0,23,0,95,0,11,30,0,32,24,384,98,75,142,0,34,0,0,0,1500000US060650455022,"Block Group 2, Census Tract 455.02, Riverside County, California"
881,0,0,0,0,0,0,0,0,0,0,54,23,0,0,9,287,13,75,93,59,74,105,82,7,1500000US060650456061,"Block Group 1, Census Tract 456.06, Riverside County, California"
328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,8,80,10,135,27,9,0,1500000US060650456062,"Block Group 2, Census Tract 456.06, Riverside County, California"
566,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,22,98,36,71,40,34,0,1500000US060650456063,"Block Group 3, Census Tract 456.06, Riverside County, California"
549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,80,116,61,167,50,60,8,1500000US060650456064,"Block Group 4, Census Tract 456.06, Riverside County, California"
767,62,0,0,0,0,0,0,133,159,2,87,125,29,0,0,131,0,0,39,0,0,0,0,0,1500000US060650456101,"Block Group 1, Census Tract 456.10, Riverside County, California"
363,50,0,0,0,0,0,0,51,49,0,133,33,0,0,0,47,0,0,0,0,0,0,0,0,1500000US060650456102,"Block Group 2, Census Tract 456.10, Riverside County, California"
860,0,0,0,49,0,0,0,192,176,11,0,33,0,0,0,360,0,0,0,39,0,0,0,0,1500000US060650456103,"Block Group 3, Census Tract 456.10, Riverside County, California"
657,37,0,0,0,0,0,0,201,160,0,40,43,0,59,0,117,0,0,0,0,0,0,0,0,1500000US060650456111,"Block Group 1, Census Tract 456.11, Riverside County, California"
1272,90,0,0,0,37,0,42,113,288,0,142,43,17,0,97,328,19,56,0,0,0,0,0,0,1500000US060650456112,"Block Group 2, Census Tract 456.11, Riverside County, California"
928,83,0,0,0,17,0,0,169,285,0,35,37,0,17,0,234,0,16,8,19,8,0,0,0,1500000US060650456121,"Block Group 1, Census Tract 456.12, Riverside County, California"
214,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,1500000US060650456122,"Block Group 2, Census Tract 456.12, Riverside County, California"
958,31,0,0,0,0,0,0,0,325,0,73,86,55,0,67,278,0,0,23,0,20,0,0,0,1500000US060650456123,"Block Group 3, Census Tract 456.12, Riverside County, California"
561,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,47,72,52,160,136,32,7,1500000US060650456131,"Block Group 1, Census Tract 456.13, Riverside County, California"
417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45,13,38,63,30,162,33,10,8,1500000US060650456132,"Block Group 2, Census Tract 456.13, Riverside County, California"
460,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,42,72,50,167,100,8,0,1500000US060650456133,"Block Group 3, Census Tract 456.13, Riverside County, California"
824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,10,45,96,86,224,133,74,17,1500000US060650456141,"Block Group 1, Census Tract 456.14, Riverside County, California"
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,19,52,48,73,66,18,8,1500000US060650456142,"Block Group 2, Census Tract 456.14, Riverside County, California"
1360,35,0,10,0,89,22,0,50,111,0,0,0,0,27,36,473,48,246,17,96,50,44,6,0,1500000US060650456151,"Block Group 1, Census Tract 456.15, Riverside County, California"
675,55,0,0,0,0,0,0,157,80,0,14,19,0,0,9,150,0,0,185,6,0,0,0,0,1500000US060650456152,"Block Group 2, Census Tract 456.15, Riverside County, California"
259,0,0,0,0,0,0,0,0,72,0,0,36,0,0,0,105,0,0,0,23,23,0,0,0,1500000US060650456161,"Block Group 1, Census Tract 456.16, Riverside County, California"
392,14,0,0,0,0,0,0,0,102,0,37,71,39,8,7,113,0,0,1,0,0,0,0,0,1500000US060650456162,"Block Group 2, Census Tract 456.16, Riverside County, California"
1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,134,0,91,477,82,326,270,42,18,1500000US060650456171,"Block Group 1, Census Tract 456.17, Riverside County, California"
485,17,0,0,0,0,30,0,8,187,0,5,0,0,0,1,142,4,0,7,54,30,0,0,0,1500000US060650456172,"Block Group 2, Census Tract 456.17, Riverside County, California"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US060650456181,"Block Group 1, Census Tract 456.18, Riverside County, California"
446,46,0,0,0,20,19,3,47,197,0,19,68,0,3,3,14,0,0,7,0,0,0,0,0,1500000US060650456182,"Block Group 2, Census Tract 456.18, Riverside County, California"
241,18,0,0,3,0,4,0,55,108,3,24,9,3,0,5,6,0,1,2,0,0,0,0,0,1500000US060650456183,"Block Group 3, Census Tract 456.18, Riverside County, California"
476,30,0,0,0,17,8,8,139,129,11,21,14,0,0,0,31,0,0,0,6,33,0,29,0,1500000US060650456191,"Block Group 1, Census Tract 456.19, Riverside County, California"
1398,91,0,0,0,0,189,0,40,530,0,143,143,0,0,0,199,0,0,63,0,0,0,0,0,1500000US060650456192,"Block Group 2, Census Tract 456.19, Riverside County, California"
274,4,0,0,0,0,4,0,48,89,0,24,0,10,34,1,55,0,0,3,2,0,0,0,0,1500000US060650456193,"Block Group 3, Census Tract 456.19, Riverside County, California"
1608,21,0,0,0,0,0,0,22,228,0,87,148,23,129,42,785,19,66,0,38,0,0,0,0,1500000US060650457031,"Block Group 1, Census Tract 457.03, Riverside County, California"
2283,126,0,130,0,0,0,0,55,357,12,18,49,194,0,0,1052,31,0,136,72,51,0,0,0,1500000US060650457032,"Block Group 2, Census Tract 457.03, Riverside County, California"
1340,72,0,0,0,0,20,0,60,136,0,94,93,0,31,15,597,14,64,59,0,54,31,0,0,1500000US060650457033,"Block Group 3, Census Tract 457.03, Riverside County, California"
847,0,0,0,0,9,7,21,0,225,0,43,0,31,0,50,430,0,10,0,10,11,0,0,0,1500000US060650457041,"Block Group 1, Census Tract 457.04, Riverside County, California"
1109,101,0,0,0,0,0,17,37,90,0,158,84,0,45,73,391,49,10,22,15,9,8,0,0,1500000US060650457042,"Block Group 2, Census Tract 457.04, Riverside County, California"
1411,165,0,0,0,0,97,0,212,388,0,70,24,0,0,22,363,19,51,0,0,0,0,0,0,1500000US060650457061,"Block Group 1, Census Tract 457.06, Riverside County, California"
1006,0,0,0,0,0,0,0,28,204,0,106,106,0,37,0,445,0,38,0,0,15,0,27,0,1500000US060650457062,"Block Group 2, Census Tract 457.06, Riverside County, California"
1178,83,0,0,0,0,38,0,0,223,0,109,100,0,29,0,467,0,0,99,30,0,0,0,0,1500000US060650457063,"Block Group 3, Census Tract 457.06, Riverside County, California"
1030,138,0,0,0,0,0,0,0,236,0,61,69,19,15,21,314,18,47,69,23,0,0,0,0,1500000US060650457071,"Block Group 1, Census Tract 457.07, Riverside County, California"
1419,0,0,0,0,0,0,0,0,167,18,0,68,23,0,0,910,0,0,120,74,16,0,23,0,1500000US060650457072,"Block Group 2, Census Tract 457.07, Riverside County, California"
1338,10,0,0,17,0,60,0,49,184,0,79,40,0,0,0,777,37,0,66,0,0,0,0,19,1500000US060650457073,"Block Group 3, Census Tract 457.07, Riverside County, California"
1302,28,0,0,0,0,0,0,7,154,0,52,74,17,0,208,570,0,66,126,0,0,0,0,0,1500000US060650457074,"Block Group 4, Census Tract 457.07, Riverside County, California"
987,22,14,0,0,0,0,56,77,185,41,37,170,17,0,62,185,0,0,84,24,13,0,0,0,1500000US060650457081,"Block Group 1, Census Tract 457.08, Riverside County, California"
1660,0,0,0,0,0,0,0,135,162,0,84,41,41,8,27,966,20,23,83,0,70,0,0,0,1500000US060650457082,"Block Group 2, Census Tract 457.08, Riverside County, California"
1636,66,0,0,0,0,0,0,243,236,19,17,67,0,0,37,727,84,0,32,17,91,0,0,0,1500000US060650457091,"Block Group 1, Census Tract 457.09, Riverside County, California"
1905,99,0,0,0,0,0,0,286,126,22,63,17,17,52,17,628,53,78,321,97,19,10,0,0,1500000US060650457092,"Block Group 2, Census Tract 457.09, Riverside County, California"
643,6,0,0,0,0,0,0,19,0,0,0,6,5,6,38,222,28,94,121,20,44,34,0,0,1500000US060650459001,"Block Group 1, Census Tract 459, Riverside County, California"
434,122,0,0,8,0,8,10,21,24,0,17,27,11,0,0,86,9,9,40,0,42,0,0,0,1500000US060650459002,"Block Group 2, Census Tract 459, Riverside County, California"
763,0,0,0,0,0,0,0,0,17,0,0,17,0,34,66,198,141,30,133,68,36,11,12,0,1500000US060650461011,"Block Group 1, Census Tract 461.01, Riverside County, California"
1207,58,0,0,0,0,0,0,16,23,8,7,73,0,25,74,325,22,47,248,185,83,13,0,0,1500000US060650461012,"Block Group 2, Census Tract 461.01, Riverside County, California"
1056,39,0,0,0,18,16,25,14,5,0,101,27,25,75,50,365,21,35,110,83,28,6,0,13,1500000US060650461021,"Block Group 1, Census Tract 461.02, Riverside County, California"
937,44,0,0,0,0,17,34,7,36,11,0,21,0,21,12,244,15,39,208,132,68,28,0,0,1500000US060650461031,"Block Group 1, Census Tract 461.03, Riverside County, California"
1066,10,0,0,0,0,0,5,23,5,0,40,5,0,20,22,371,14,115,136,108,121,57,0,14,1500000US060650461032,"Block Group 2, Census Tract 461.03, Riverside County, California"
916,39,0,0,0,0,57,2,0,147,0,0,38,6,7,93,216,38,52,109,48,47,10,0,7,1500000US060650462001,"Block Group 1, Census Tract 462, Riverside County, California"
845,37,0,0,0,0,0,19,0,67,0,0,99,45,12,23,93,14,62,208,78,66,22,0,0,1500000US060650462002,"Block Group 2, Census Tract 462, Riverside County, California"
1758,0,0,0,0,0,0,0,8,61,0,35,43,0,0,52,316,46,123,252,163,334,252,73,0,1500000US060650464011,"Block Group 1, Census Tract 464.01, Riverside County, California"
1239,62,0,0,0,0,0,0,0,0,38,27,11,12,0,122,303,76,65,359,73,41,50,0,0,1500000US060650464012,"Block Group 2, Census Tract 464.01, Riverside County, California"
1909,60,0,0,0,0,0,14,0,33,0,49,15,7,46,75,689,72,154,283,107,283,0,22,0,1500000US060650464021,"Block Group 1, Census Tract 464.02, Riverside County, California"
1644,0,0,0,0,0,58,0,0,24,46,12,55,40,65,39,659,66,100,258,142,61,19,0,0,1500000US060650464022,"Block Group 2, Census Tract 464.02, Riverside County, California"
1851,199,0,0,0,0,0,0,0,60,0,167,0,144,47,15,473,249,69,239,0,134,55,0,0,1500000US060650464031,"Block Group 1, Census Tract 464.03, Riverside County, California"
937,56,0,0,2,0,0,0,0,1,0,0,0,0,0,18,194,139,146,258,71,22,30,0,0,1500000US060650464032,"Block Group 2, Census Tract 464.03, Riverside County, California"
578,0,0,0,0,0,0,0,0,0,0,0,43,0,0,24,78,0,105,94,100,111,23,0,0,1500000US060650464033,"Block Group 3, Census Tract 464.03, Riverside County, California"
1074,103,0,0,0,0,33,0,0,0,0,0,0,0,94,44,320,40,106,182,88,54,0,0,10,1500000US060650464034,"Block Group 4, Census Tract 464.03, Riverside County, California"
931,29,0,0,0,0,17,0,41,10,11,22,13,0,39,71,304,23,120,156,40,17,0,1,17,1500000US060650464041,"Block Group 1, Census Tract 464.04, Riverside County, California"
1447,150,0,0,0,0,0,0,0,0,0,26,29,11,0,10,140,44,92,270,152,457,66,0,0,1500000US060650464042,"Block Group 2, Census Tract 464.04, Riverside County, California"
1319,47,0,0,0,0,18,0,0,23,0,0,11,10,14,84,419,76,82,325,30,82,88,10,0,1500000US060650464043,"Block Group 3, Census Tract 464.04, Riverside County, California"
1338,134,0,0,0,0,0,0,0,0,0,8,0,33,38,21,450,38,175,227,74,80,50,10,0,1500000US060650464051,"Block Group 1, Census Tract 464.05, Riverside County, California"
1225,53,0,0,0,0,0,0,0,20,19,0,18,0,61,57,378,12,63,277,166,78,13,10,0,1500000US060650464052,"Block Group 2, Census Tract 464.05, Riverside County, California"
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,134,17,3,0,0,23,1500000US060650465011,"Block Group 1, Census Tract 465.01, Riverside County, California"
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36,43,8,0,21,1500000US060650465021,"Block Group 1, Census Tract 465.02, Riverside County, California"
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,49,0,8,1500000US060650465022,"Block Group 2, Census Tract 465.02, Riverside County, California"
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,0,0,1500000US060650465023,"Block Group 3, Census Tract 465.02, Riverside County, California"
818,0,0,0,26,0,0,15,0,22,0,12,54,0,10,55,117,20,53,109,73,159,23,20,50,1500000US060650465024,"Block Group 4, Census Tract 465.02, Riverside County, California"
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,48,35,0,60,22,0,11,1500000US060650465025,"Block Group 5, Census Tract 465.02, Riverside County, California"
3041,23,0,0,29,15,13,0,8,64,9,71,71,235,379,125,415,372,321,518,163,142,60,8,0,1500000US060650466011,"Block Group 1, Census Tract 466.01, Riverside County, California"
949,4,0,0,0,0,0,0,28,11,10,0,52,11,0,2,326,15,30,152,100,96,112,0,0,1500000US060650466021,"Block Group 1, Census Tract 466.02, Riverside County, California"
1713,65,0,0,0,10,0,0,0,29,0,0,36,0,10,30,497,37,138,355,132,248,114,4,8,1500000US060650466022,"Block Group 2, Census Tract 466.02, Riverside County, California"
1051,21,0,6,0,19,0,0,0,88,0,30,150,0,110,28,251,22,54,101,53,97,0,14,7,1500000US060650467001,"Block Group 1, Census Tract 467, Riverside County, California"
962,64,0,0,0,0,8,16,22,106,11,0,44,79,34,0,243,26,33,185,48,27,16,0,0,1500000US060650467002,"Block Group 2, Census Tract 467, Riverside County, California"
491,19,0,0,0,0,0,0,0,19,0,0,0,0,0,17,115,0,7,252,8,41,13,0,0,1500000US060650467003,"Block Group 3, Census Tract 467, Riverside County, California"
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,58,0,16,65,32,69,60,22,6,1500000US060650467004,"Block Group 4, Census Tract 467, Riverside County, California"
1263,41,0,0,0,29,23,0,0,38,13,26,32,68,0,81,287,162,32,118,174,106,33,0,0,1500000US060650468001,"Block Group 1, Census Tract 468, Riverside County, California"
1715,128,0,0,0,0,0,0,0,13,0,19,8,26,87,43,631,35,62,290,93,192,88,0,0,1500000US060650468002,"Block Group 2, Census Tract 468, Riverside County, California"
928,20,0,0,0,0,0,0,0,6,0,0,0,11,92,44,299,0,26,224,74,100,32,0,0,1500000US060650468003,"Block Group 3, Census Tract 468, Riverside County, California"
229,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,84,21,16,60,1,24,6,0,0,1500000US060650469001,"Block Group 1, Census Tract 469, Riverside County, California"
507,13,0,0,0,0,19,0,0,21,0,0,30,15,5,32,213,16,19,42,76,5,0,1,0,1500000US060650469002,"Block Group 2, Census Tract 469, Riverside County, California"
479,0,0,0,13,0,0,0,0,13,0,97,0,1,16,15,77,9,7,49,31,33,106,0,12,1500000US060650469003,"Block Group 3, Census Tract 469, Riverside County, California"
272,32,0,0,0,0,0,0,0,0,0,0,0,0,14,19,85,31,40,23,14,4,4,0,6,1500000US060650470001,"Block Group 1, Census Tract 470, Riverside County, California"
466,5,0,0,0,0,16,0,0,0,0,0,17,0,34,10,176,20,52,23,54,33,26,0,0,1500000US060650470002,"Block Group 2, Census Tract 470, Riverside County, California"
451,0,0,0,0,0,0,0,0,0,0,0,0,0,71,12,162,5,25,137,31,0,8,0,0,1500000US060650470003,"Block Group 3, Census Tract 470, Riverside County, California"
584,0,0,0,0,0,0,36,0,0,0,12,4,6,13,14,51,0,21,198,105,99,0,0,25,1500000US060650472011,"Block Group 1, Census Tract 472.01, Riverside County, California"
538,0,0,0,0,0,0,0,0,38,0,0,0,0,43,31,146,8,46,35,101,44,21,25,0,1500000US060650472012,"Block Group 2, Census Tract 472.01, Riverside County, California"
505,84,0,0,0,0,0,0,0,0,0,0,0,31,0,42,128,15,70,79,16,21,0,0,19,1500000US060650472013,"Block Group 3, Census Tract 472.01, Riverside County, California"
492,0,0,0,0,0,0,0,0,0,15,6,10,6,8,0,163,0,35,110,70,46,17,6,0,1500000US060650472021,"Block Group 1, Census Tract 472.02, Riverside County, California"
437,0,0,0,0,0,17,0,0,0,0,0,3,0,0,15,109,13,32,83,11,140,14,0,0,1500000US060650472022,"Block Group 2, Census Tract 472.02, Riverside County, California"
496,0,0,0,0,0,0,0,0,0,0,0,8,11,14,5,134,28,60,112,33,52,30,9,0,1500000US060650472023,"Block Group 3, Census Tract 472.02, Riverside County, California"
773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,119,0,53,230,55,56,228,10,0,1500000US060650479011,"Block Group 1, Census Tract 479.01, Riverside County, California"
1630,16,0,0,0,0,50,0,0,0,0,0,0,0,0,0,156,139,146,284,249,307,250,0,33,1500000US060650479012,"Block Group 2, Census Tract 479.01, Riverside County, California"
948,0,0,0,0,0,0,0,0,0,0,49,0,0,49,0,169,33,61,193,127,195,72,0,0,1500000US060650479013,"Block Group 3, Census Tract 479.01, Riverside County, California"
1733,13,0,0,0,0,0,0,0,0,0,0,0,0,0,34,247,0,137,233,151,584,150,90,94,1500000US060650479021,"Block Group 1, Census Tract 479.02, Riverside County, California"
1968,14,0,0,0,0,0,0,0,0,0,0,0,0,0,107,332,13,110,446,135,572,191,0,48,1500000US060650479022,"Block Group 2, Census Tract 479.02, Riverside County, California"
1139,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,11,43,452,85,169,111,22,0,1500000US060650479023,"Block Group 3, Census Tract 479.02, Riverside County, California"
1500,0,0,0,0,0,0,0,0,9,0,24,0,8,6,22,295,34,94,213,177,371,153,56,38,1500000US060650481001,"Block Group 1, Census Tract 481, Riverside County, California"
1860,0,0,0,0,0,0,0,0,48,0,0,0,30,23,7,395,42,39,481,137,460,100,89,9,1500000US060650481002,"Block Group 2, Census Tract 481, Riverside County, California"
1203,0,0,0,0,0,0,13,0,0,0,15,0,0,6,0,352,36,208,186,76,146,111,45,9,1500000US060650481003,"Block Group 3, Census Tract 481, Riverside County, California"
1700,49,0,0,0,0,0,0,0,0,0,34,0,22,5,40,399,109,72,379,139,284,135,8,25,1500000US060650482001,"Block Group 1, Census Tract 482, Riverside County, California"
1265,129,0,0,0,0,44,0,0,38,26,0,0,63,3,3,346,33,74,222,72,110,85,17,0,1500000US060650482002,"Block Group 2, Census Tract 482, Riverside County, California"
875,31,0,0,0,0,0,0,0,39,0,0,0,39,0,11,303,7,43,105,110,127,47,13,0,1500000US060650483001,"Block Group 1, Census Tract 483, Riverside County, California"
1245,74,0,2,0,0,0,0,0,20,3,28,0,1,0,33,377,46,20,175,39,274,153,0,0,1500000US060650483002,"Block Group 2, Census Tract 483, Riverside County, California"
1166,17,0,0,0,0,0,0,0,88,0,0,0,8,18,31,247,22,191,125,93,204,84,38,0,1500000US060650483003,"Block Group 3, Census Tract 483, Riverside County, California"
522,0,0,0,0,0,0,7,0,5,0,0,23,7,0,0,122,0,68,100,33,75,82,0,0,1500000US060650483004,"Block Group 4, Census Tract 483, Riverside County, California"
781,49,0,0,0,37,0,33,0,55,0,27,13,0,16,10,204,10,42,177,9,82,17,0,0,1500000US060650487001,"Block Group 1, Census Tract 487, Riverside County, California"
1527,45,0,0,0,0,19,0,0,32,0,0,77,51,0,11,325,36,212,149,133,202,198,15,22,1500000US060650487002,"Block Group 2, Census Tract 487, Riverside County, California"
795,35,0,0,0,0,0,15,0,88,0,12,6,0,41,11,244,27,50,74,61,96,23,0,12,1500000US060650487003,"Block Group 3, Census Tract 487, Riverside County, California"
1648,171,0,0,0,0,10,0,0,58,19,0,32,0,0,117,611,39,7,395,14,136,39,0,0,1500000US060650488001,"Block Group 1, Census Tract 488, Riverside County, California"
916,0,0,0,0,0,0,0,0,0,0,43,10,0,0,65,193,11,48,172,109,117,148,0,0,1500000US060650488002,"Block Group 2, Census Tract 488, Riverside County, California"
1425,76,0,0,0,0,20,25,13,41,7,4,48,40,65,100,358,28,45,191,91,207,57,9,0,1500000US060650489011,"Block Group 1, Census Tract 489.01, Riverside County, California"
1168,36,0,0,0,0,5,0,0,70,18,20,25,42,18,39,344,34,80,198,48,168,14,9,0,1500000US060650489012,"Block Group 2, Census Tract 489.01, Riverside County, California"
1465,43,0,7,0,25,0,0,0,47,0,11,47,0,17,94,669,19,66,325,27,68,0,0,0,1500000US060650489021,"Block Group 1, Census Tract 489.02, Riverside County, California"
1022,27,0,0,25,33,6,22,0,179,15,17,59,40,5,55,314,22,19,80,41,40,23,0,0,1500000US060650489022,"Block Group 2, Census Tract 489.02, Riverside County, California"
1822,232,0,0,0,0,0,0,0,0,13,0,82,28,87,150,582,89,118,180,139,122,0,0,0,1500000US060650489023,"Block Group 3, Census Tract 489.02, Riverside County, California"
1034,11,0,0,0,0,0,0,0,108,0,0,0,0,63,0,112,49,169,225,108,160,29,0,0,1500000US060650490011,"Block Group 1, Census Tract 490.01, Riverside County, California"
2573,196,0,0,0,44,0,29,32,126,0,72,0,20,55,40,606,41,18,874,73,181,147,0,19,1500000US060650490012,"Block Group 2, Census Tract 490.01, Riverside County, California"
650,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,56,36,30,123,168,138,66,0,0,1500000US060650490013,"Block Group 3, Census Tract 490.01, Riverside County, California"
866,15,0,0,0,0,0,0,20,0,0,0,25,12,0,75,91,59,26,282,34,158,69,0,0,1500000US060650490021,"Block Group 1, Census Tract 490.02, Riverside County, California"
