B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,GEO_ID,NAME
1154,79,0,0,0,0,0,0,0,28,0,0,93,80,36,176,265,66,83,54,84,110,0,0,0,1500000US060375301012,"Block Group 2, Census Tract 5301.01, Los Angeles County, California"
949,15,0,0,0,0,11,0,0,0,8,0,43,0,0,108,286,33,14,243,60,87,33,0,8,1500000US060375301013,"Block Group 3, Census Tract 5301.01, Los Angeles County, California"
481,22,0,0,0,0,0,0,0,28,0,0,0,0,24,9,69,22,7,70,134,61,35,0,0,1500000US060375301014,"Block Group 4, Census Tract 5301.01, Los Angeles County, California"
1124,9,0,0,0,0,0,0,0,53,0,18,35,31,28,55,269,68,8,186,217,119,18,10,0,1500000US060375301021,"Block Group 1, Census Tract 5301.02, Los Angeles County, California"
843,20,0,0,0,0,0,29,0,37,0,0,0,50,0,84,305,22,37,99,16,144,0,0,0,1500000US060375301022,"Block Group 2, Census Tract 5301.02, Los Angeles County, California"
812,13,0,0,0,19,7,0,12,34,0,58,78,5,0,104,204,60,8,127,44,39,0,0,0,1500000US060375301023,"Block Group 3, Census Tract 5301.02, Los Angeles County, California"
932,43,0,0,0,0,5,0,12,104,7,60,49,32,0,11,246,0,20,120,81,124,18,0,0,1500000US060375301024,"Block Group 4, Census Tract 5301.02, Los Angeles County, California"
1200,23,0,0,0,5,0,0,26,67,0,9,62,17,32,102,192,10,25,330,98,139,15,39,9,1500000US060375302021,"Block Group 1, Census Tract 5302.02, Los Angeles County, California"
1407,78,0,0,0,0,11,17,33,85,10,32,0,0,42,34,166,13,59,256,240,251,32,48,0,1500000US060375302022,"Block Group 2, Census Tract 5302.02, Los Angeles County, California"
524,23,0,0,0,0,0,0,0,36,24,0,0,18,65,0,143,19,12,98,53,0,0,0,33,1500000US060375302023,"Block Group 3, Census Tract 5302.02, Los Angeles County, California"
1104,65,0,0,0,32,21,7,20,46,22,35,33,38,8,84,180,75,95,90,77,148,18,10,0,1500000US060375302031,"Block Group 1, Census Tract 5302.03, Los Angeles County, California"
712,9,0,0,0,0,0,0,14,0,0,0,0,46,54,35,148,0,13,157,115,80,41,0,0,1500000US060375302032,"Block Group 2, Census Tract 5302.03, Los Angeles County, California"
1238,69,0,0,0,0,6,0,37,56,0,67,0,23,65,8,351,18,109,303,67,26,26,0,7,1500000US060375302041,"Block Group 1, Census Tract 5302.04, Los Angeles County, California"
1660,6,0,0,0,0,36,14,0,28,0,0,10,0,7,127,392,61,45,367,58,303,188,0,18,1500000US060375302042,"Block Group 2, Census Tract 5302.04, Los Angeles County, California"
1444,84,0,0,7,18,47,47,14,120,44,48,105,31,25,79,226,48,71,162,100,94,53,3,18,1500000US060375303011,"Block Group 1, Census Tract 5303.01, Los Angeles County, California"
1023,55,0,0,0,0,0,0,22,69,0,25,10,32,10,19,304,54,86,41,127,96,45,28,0,1500000US060375303021,"Block Group 1, Census Tract 5303.02, Los Angeles County, California"
1670,52,0,0,0,16,21,30,9,153,26,8,79,0,0,115,571,0,52,283,55,110,90,0,0,1500000US060375303022,"Block Group 2, Census Tract 5303.02, Los Angeles County, California"
890,88,0,15,0,0,23,0,0,65,26,58,64,0,77,48,86,26,80,100,20,105,0,9,0,1500000US060375303023,"Block Group 3, Census Tract 5303.02, Los Angeles County, California"
1088,34,0,0,0,0,0,31,0,103,13,10,11,0,0,58,222,9,84,355,59,85,14,0,0,1500000US060375303024,"Block Group 4, Census Tract 5303.02, Los Angeles County, California"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US060375304001,"Block Group 1, Census Tract 5304, Los Angeles County, California"
1244,40,0,0,0,0,0,0,0,40,27,18,22,7,10,4,399,28,57,109,50,253,85,43,52,1500000US060375304002,"Block Group 2, Census Tract 5304, Los Angeles County, California"
1054,56,0,0,0,21,18,18,40,27,6,38,38,20,34,29,418,19,31,84,21,105,25,6,0,1500000US060375304003,"Block Group 3, Census Tract 5304, Los Angeles County, California"
1287,66,0,0,0,0,19,0,35,141,17,0,25,0,43,48,202,130,121,249,78,85,7,21,0,1500000US060375305001,"Block Group 1, Census Tract 5305, Los Angeles County, California"
673,35,0,17,0,0,9,0,0,24,15,26,116,17,67,0,82,107,49,77,11,17,0,4,0,1500000US060375305002,"Block Group 2, Census Tract 5305, Los Angeles County, California"
682,20,0,0,0,8,0,0,0,72,32,41,28,16,8,57,75,30,20,134,44,97,0,0,0,1500000US060375305003,"Block Group 3, Census Tract 5305, Los Angeles County, California"
923,36,0,0,0,0,9,0,3,97,15,28,61,58,27,33,185,14,42,51,53,168,39,4,0,1500000US060375306031,"Block Group 1, Census Tract 5306.03, Los Angeles County, California"
670,41,0,0,0,0,0,0,0,54,0,12,57,8,25,10,160,30,25,64,73,72,25,0,14,1500000US060375306032,"Block Group 2, Census Tract 5306.03, Los Angeles County, California"
1338,65,0,10,0,26,29,13,34,117,23,47,66,32,22,49,232,14,71,222,72,183,11,0,0,1500000US060375306033,"Block Group 3, Census Tract 5306.03, Los Angeles County, California"
1459,87,0,0,0,26,38,14,5,135,29,48,82,36,51,50,255,64,72,201,50,161,55,0,0,1500000US060375307001,"Block Group 1, Census Tract 5307, Los Angeles County, California"
931,60,0,0,0,0,28,12,0,40,0,0,128,0,36,43,163,37,0,111,31,186,56,0,0,1500000US060375308011,"Block Group 1, Census Tract 5308.01, Los Angeles County, California"
858,8,0,0,17,0,41,39,11,104,7,0,9,12,71,0,264,51,20,110,0,74,20,0,0,1500000US060375308012,"Block Group 2, Census Tract 5308.01, Los Angeles County, California"
869,67,0,0,0,4,0,0,4,32,9,45,26,0,58,100,179,15,0,99,41,132,50,8,0,1500000US060375308013,"Block Group 3, Census Tract 5308.01, Los Angeles County, California"
1146,50,0,0,27,0,0,46,48,119,22,54,54,52,25,77,154,0,71,74,62,128,83,0,0,1500000US060375308014,"Block Group 4, Census Tract 5308.01, Los Angeles County, California"
1042,11,0,0,12,38,0,21,19,48,11,49,62,43,69,49,202,21,63,78,99,98,29,14,6,1500000US060375308021,"Block Group 1, Census Tract 5308.02, Los Angeles County, California"
1048,68,9,0,0,0,66,0,0,161,0,2,22,62,32,28,211,42,48,163,66,45,23,0,0,1500000US060375308022,"Block Group 2, Census Tract 5308.02, Los Angeles County, California"
744,84,0,0,21,12,16,26,53,18,0,18,16,7,50,87,212,0,9,51,24,26,0,14,0,1500000US060375309011,"Block Group 1, Census Tract 5309.01, Los Angeles County, California"
894,32,0,0,20,18,68,0,30,101,7,19,67,5,15,27,184,15,46,92,53,66,29,0,0,1500000US060375309012,"Block Group 2, Census Tract 5309.01, Los Angeles County, California"
761,28,0,0,0,12,0,0,32,37,20,0,25,5,70,25,164,42,17,94,35,140,15,0,0,1500000US060375309013,"Block Group 3, Census Tract 5309.01, Los Angeles County, California"
1113,115,0,0,0,0,10,58,50,41,7,25,31,30,94,19,255,24,9,62,122,155,6,0,0,1500000US060375309021,"Block Group 1, Census Tract 5309.02, Los Angeles County, California"
1374,141,14,12,0,10,24,126,14,104,0,7,79,27,36,12,323,24,75,140,35,155,16,0,0,1500000US060375309022,"Block Group 2, Census Tract 5309.02, Los Angeles County, California"
1493,131,0,0,21,22,0,86,72,116,0,14,0,66,88,97,504,12,69,98,66,31,0,0,0,1500000US060375310001,"Block Group 1, Census Tract 5310, Los Angeles County, California"
275,33,0,0,0,24,0,0,12,0,12,0,41,0,11,7,22,0,22,57,17,17,0,0,0,1500000US060375310002,"Block Group 2, Census Tract 5310, Los Angeles County, California"
1363,50,0,0,0,83,0,10,30,75,10,89,58,63,23,28,372,29,68,179,45,89,62,0,0,1500000US060375310003,"Block Group 3, Census Tract 5310, Los Angeles County, California"
618,39,0,0,0,80,11,7,0,90,0,28,66,38,0,47,80,0,51,46,12,16,7,0,0,1500000US060375311011,"Block Group 1, Census Tract 5311.01, Los Angeles County, California"
1064,101,0,0,0,52,0,48,50,42,23,26,99,65,0,56,115,41,42,118,10,150,18,0,8,1500000US060375311012,"Block Group 2, Census Tract 5311.01, Los Angeles County, California"
1407,190,0,0,0,0,101,0,0,186,0,26,80,28,43,113,358,0,34,82,52,114,0,0,0,1500000US060375311013,"Block Group 3, Census Tract 5311.01, Los Angeles County, California"
348,31,0,0,0,23,21,0,0,8,0,0,0,0,0,11,86,0,21,43,76,25,3,0,0,1500000US060375311014,"Block Group 4, Census Tract 5311.01, Los Angeles County, California"
1281,76,0,12,25,67,24,65,35,62,26,31,59,71,16,17,222,8,20,204,121,75,42,3,0,1500000US060375311021,"Block Group 1, Census Tract 5311.02, Los Angeles County, California"
604,32,0,0,0,41,0,0,0,6,30,19,39,21,43,28,128,6,46,31,10,124,0,0,0,1500000US060375311022,"Block Group 2, Census Tract 5311.02, Los Angeles County, California"
1631,97,0,17,0,9,45,85,82,264,21,144,153,22,51,69,168,33,28,188,45,83,27,0,0,1500000US060375312011,"Block Group 1, Census Tract 5312.01, Los Angeles County, California"
1291,117,0,0,48,0,17,24,8,154,0,13,85,26,20,165,242,25,84,115,19,57,72,0,0,1500000US060375312012,"Block Group 2, Census Tract 5312.01, Los Angeles County, California"
1127,58,0,53,20,53,6,0,52,79,45,65,32,57,52,46,320,30,26,49,46,6,32,0,0,1500000US060375312021,"Block Group 1, Census Tract 5312.02, Los Angeles County, California"
1710,62,0,0,0,29,9,21,35,149,181,189,74,65,46,43,375,26,26,139,51,117,73,0,0,1500000US060375312022,"Block Group 2, Census Tract 5312.02, Los Angeles County, California"
948,192,0,0,15,30,48,44,12,62,35,31,35,26,7,9,122,17,29,105,12,45,72,0,0,1500000US060375313011,"Block Group 1, Census Tract 5313.01, Los Angeles County, California"
434,25,0,0,0,0,66,55,15,25,0,12,8,16,0,39,88,12,9,44,13,0,7,0,0,1500000US060375313012,"Block Group 2, Census Tract 5313.01, Los Angeles County, California"
787,37,0,0,0,3,27,23,67,132,0,68,78,3,47,10,184,13,0,53,13,29,0,0,0,1500000US060375313013,"Block Group 3, Census Tract 5313.01, Los Angeles County, California"
699,60,0,0,0,0,11,0,14,162,0,31,32,0,22,16,150,0,13,175,13,0,0,0,0,1500000US060375313014,"Block Group 4, Census Tract 5313.01, Los Angeles County, California"
682,92,0,0,0,0,0,6,8,91,0,0,76,13,49,19,104,66,47,46,19,46,0,0,0,1500000US060375313021,"Block Group 1, Census Tract 5313.02, Los Angeles County, California"
1077,14,0,0,0,0,14,10,0,93,6,30,60,58,15,61,396,27,51,86,38,71,0,47,0,1500000US060375313022,"Block Group 2, Census Tract 5313.02, Los Angeles County, California"
673,72,7,13,0,0,0,42,20,68,0,0,80,18,23,0,161,0,13,116,40,0,0,0,0,1500000US060375313023,"Block Group 3, Census Tract 5313.02, Los Angeles County, California"
981,61,0,0,0,28,0,28,18,112,0,54,43,0,9,79,266,0,21,229,0,33,0,0,0,1500000US060375313024,"Block Group 4, Census Tract 5313.02, Los Angeles County, California"
648,45,0,0,0,14,0,0,0,22,58,30,118,5,17,11,93,21,32,99,3,80,0,0,0,1500000US060375315021,"Block Group 1, Census Tract 5315.02, Los Angeles County, California"
1325,89,0,0,25,6,32,48,28,189,0,51,115,91,26,107,191,0,61,93,72,20,72,9,0,1500000US060375315022,"Block Group 2, Census Tract 5315.02, Los Angeles County, California"
853,36,0,0,0,0,0,0,0,85,7,67,33,55,101,21,210,26,18,128,36,5,25,0,0,1500000US060375315031,"Block Group 1, Census Tract 5315.03, Los Angeles County, California"
835,11,0,0,0,12,32,17,0,120,0,30,95,14,17,54,163,36,57,148,17,12,0,0,0,1500000US060375315032,"Block Group 2, Census Tract 5315.03, Los Angeles County, California"
1558,59,0,0,28,27,129,91,0,40,16,48,30,38,0,121,323,88,10,225,66,199,20,0,0,1500000US060375315041,"Block Group 1, Census Tract 5315.04, Los Angeles County, California"
942,138,19,0,0,0,46,30,52,0,46,0,0,36,38,49,289,0,29,110,31,19,10,0,0,1500000US060375315042,"Block Group 2, Census Tract 5315.04, Los Angeles County, California"
596,85,0,0,20,0,6,0,0,105,0,0,28,95,43,0,61,0,4,125,16,8,0,0,0,1500000US060375316021,"Block Group 1, Census Tract 5316.02, Los Angeles County, California"
597,24,0,0,0,0,0,0,0,99,19,28,0,20,0,34,240,0,0,64,41,28,0,0,0,1500000US060375316022,"Block Group 2, Census Tract 5316.02, Los Angeles County, California"
1335,4,0,0,0,0,19,27,33,122,48,16,25,59,85,183,304,0,42,123,139,100,6,0,0,1500000US060375316023,"Block Group 3, Census Tract 5316.02, Los Angeles County, California"
558,14,0,0,0,0,0,31,0,55,10,0,0,18,13,28,151,21,22,81,34,47,13,20,0,1500000US060375316031,"Block Group 1, Census Tract 5316.03, Los Angeles County, California"
1719,143,0,0,39,0,42,26,16,173,19,84,56,86,53,156,363,19,37,230,32,133,12,0,0,1500000US060375316032,"Block Group 2, Census Tract 5316.03, Los Angeles County, California"
1232,51,0,0,0,0,19,41,97,100,13,42,104,61,26,61,157,44,32,224,92,47,21,0,0,1500000US060375316041,"Block Group 1, Census Tract 5316.04, Los Angeles County, California"
738,30,0,0,0,13,10,12,6,68,5,36,28,39,38,148,136,27,17,85,24,11,5,0,0,1500000US060375316042,"Block Group 2, Census Tract 5316.04, Los Angeles County, California"
2175,53,0,0,0,0,0,0,52,138,55,100,234,89,73,78,770,45,101,127,70,96,94,0,0,1500000US060375317011,"Block Group 1, Census Tract 5317.01, Los Angeles County, California"
1637,62,0,0,0,9,62,39,51,230,0,59,30,0,85,50,190,84,136,309,112,74,55,0,0,1500000US060375317012,"Block Group 2, Census Tract 5317.01, Los Angeles County, California"
1227,30,0,0,0,0,34,0,6,213,0,59,38,49,37,27,386,0,31,116,86,115,0,0,0,1500000US060375317021,"Block Group 1, Census Tract 5317.02, Los Angeles County, California"
446,0,0,0,0,23,0,0,26,48,19,21,0,49,12,44,100,0,0,21,24,44,15,0,0,1500000US060375317022,"Block Group 2, Census Tract 5317.02, Los Angeles County, California"
1424,77,0,0,0,0,121,23,6,186,0,49,19,0,51,40,568,6,64,136,31,37,10,0,0,1500000US060375317023,"Block Group 3, Census Tract 5317.02, Los Angeles County, California"
1453,98,0,0,20,0,97,0,0,84,12,59,81,13,92,43,193,22,16,212,123,16,64,10,198,1500000US060375318001,"Block Group 1, Census Tract 5318, Los Angeles County, California"
1172,113,0,0,0,0,4,73,55,151,0,0,38,0,125,44,203,28,25,87,107,119,0,0,0,1500000US060375318002,"Block Group 2, Census Tract 5318, Los Angeles County, California"
505,41,0,0,0,0,0,0,58,53,18,0,25,0,28,17,135,0,0,54,0,36,9,31,0,1500000US060375318003,"Block Group 3, Census Tract 5318, Los Angeles County, California"
1456,0,0,0,0,21,37,0,0,233,0,190,59,46,61,107,405,53,82,73,36,53,0,0,0,1500000US060375319011,"Block Group 1, Census Tract 5319.01, Los Angeles County, California"
582,23,0,0,0,0,24,0,21,34,0,9,92,20,14,0,144,25,20,26,14,108,0,8,0,1500000US060375319012,"Block Group 2, Census Tract 5319.01, Los Angeles County, California"
1288,98,0,0,20,74,19,0,18,199,0,27,52,54,20,29,262,14,99,185,56,32,20,10,0,1500000US060375319013,"Block Group 3, Census Tract 5319.01, Los Angeles County, California"
818,40,0,0,0,48,26,0,0,0,0,32,17,18,94,0,192,36,136,41,9,129,0,0,0,1500000US060375319014,"Block Group 4, Census Tract 5319.01, Los Angeles County, California"
586,26,0,0,0,0,0,0,0,65,0,39,0,30,12,9,154,68,0,95,9,58,21,0,0,1500000US060375319021,"Block Group 1, Census Tract 5319.02, Los Angeles County, California"
1149,51,0,0,0,0,0,20,0,177,0,63,44,75,25,35,371,23,18,43,54,90,60,0,0,1500000US060375319022,"Block Group 2, Census Tract 5319.02, Los Angeles County, California"
1124,56,0,0,0,0,0,14,12,61,22,0,7,33,11,40,370,41,38,245,0,118,46,10,0,1500000US060375319023,"Block Group 3, Census Tract 5319.02, Los Angeles County, California"
1004,8,0,0,0,0,7,0,0,53,0,29,91,19,56,22,310,35,0,205,89,71,0,9,0,1500000US060375320011,"Block Group 1, Census Tract 5320.01, Los Angeles County, California"
910,70,0,14,0,0,45,16,0,73,0,0,85,24,70,11,214,0,25,100,82,68,13,0,0,1500000US060375320012,"Block Group 2, Census Tract 5320.01, Los Angeles County, California"
564,9,0,0,3,0,0,0,0,37,0,0,0,4,48,23,105,23,49,91,30,115,22,5,0,1500000US060375320021,"Block Group 1, Census Tract 5320.02, Los Angeles County, California"
1625,166,0,0,0,13,0,28,24,149,13,4,70,71,64,64,389,28,82,220,88,102,46,4,0,1500000US060375320022,"Block Group 2, Census Tract 5320.02, Los Angeles County, California"
1441,77,0,21,0,0,39,22,0,75,0,12,0,23,20,120,554,17,33,229,19,107,51,8,14,1500000US060375321011,"Block Group 1, Census Tract 5321.01, Los Angeles County, California"
1545,164,0,0,0,0,10,16,21,88,0,0,67,7,85,93,539,20,128,150,79,56,22,0,0,1500000US060375321012,"Block Group 2, Census Tract 5321.01, Los Angeles County, California"
1240,54,0,0,0,0,0,21,0,89,0,25,61,99,19,77,426,10,29,78,86,134,32,0,0,1500000US060375321013,"Block Group 3, Census Tract 5321.01, Los Angeles County, California"
1502,79,0,0,5,12,0,32,0,82,43,0,61,0,0,122,576,0,42,91,133,101,106,17,0,1500000US060375321021,"Block Group 1, Census Tract 5321.02, Los Angeles County, California"
841,10,0,0,0,2,2,11,0,0,0,12,16,24,16,15,310,0,7,184,123,95,5,4,5,1500000US060375321022,"Block Group 2, Census Tract 5321.02, Los Angeles County, California"
1678,10,0,0,0,0,16,0,0,76,11,9,21,52,43,239,440,136,92,186,33,305,9,0,0,1500000US060375322001,"Block Group 1, Census Tract 5322, Los Angeles County, California"
1403,77,0,0,0,0,31,32,31,116,24,41,51,0,25,111,416,11,86,206,82,56,0,7,0,1500000US060375322002,"Block Group 2, Census Tract 5322, Los Angeles County, California"
1609,30,0,0,0,0,10,15,12,62,24,13,116,28,26,44,400,56,109,396,69,149,34,0,16,1500000US060375322003,"Block Group 3, Census Tract 5322, Los Angeles County, California"
870,13,0,0,5,9,0,22,17,37,17,155,15,22,61,27,159,25,24,166,6,90,0,0,0,1500000US060375323021,"Block Group 1, Census Tract 5323.02, Los Angeles County, California"
580,53,0,0,0,0,30,0,19,45,13,0,25,13,0,16,154,33,60,71,10,38,0,0,0,1500000US060375323022,"Block Group 2, Census Tract 5323.02, Los Angeles County, California"
1489,16,0,15,14,0,19,0,0,107,16,0,47,51,83,6,382,17,64,309,156,123,39,0,25,1500000US060375323023,"Block Group 3, Census Tract 5323.02, Los Angeles County, California"
1172,22,0,0,0,0,0,0,27,281,0,11,87,58,125,94,83,29,12,241,45,52,5,0,0,1500000US060375323031,"Block Group 1, Census Tract 5323.03, Los Angeles County, California"
1670,95,0,0,6,18,22,32,27,130,0,21,10,40,47,77,575,20,95,221,87,147,0,0,0,1500000US060375323032,"Block Group 2, Census Tract 5323.03, Los Angeles County, California"
587,10,0,0,0,0,24,0,0,27,0,10,28,45,0,112,24,34,11,93,0,169,0,0,0,1500000US060375323033,"Block Group 3, Census Tract 5323.03, Los Angeles County, California"
2043,78,0,0,0,42,57,31,11,214,0,29,24,23,21,205,405,14,151,308,128,148,148,0,6,1500000US060375323041,"Block Group 1, Census Tract 5323.04, Los Angeles County, California"
1164,77,0,0,0,0,10,0,0,0,25,60,63,0,31,99,377,14,71,169,33,135,0,0,0,1500000US060375323042,"Block Group 2, Census Tract 5323.04, Los Angeles County, California"
539,42,0,0,15,45,18,9,14,56,0,0,11,36,41,14,137,27,20,7,47,0,0,0,0,1500000US060375325001,"Block Group 1, Census Tract 5325, Los Angeles County, California"
857,44,0,0,0,0,51,22,10,62,0,17,16,18,0,84,240,0,22,115,70,86,0,0,0,1500000US060375325002,"Block Group 2, Census Tract 5325, Los Angeles County, California"
1250,24,0,0,0,0,0,0,9,100,0,20,25,32,75,61,301,9,48,136,153,179,78,0,0,1500000US060375325003,"Block Group 3, Census Tract 5325, Los Angeles County, California"
1538,122,0,0,18,8,0,30,43,158,98,24,45,0,82,19,275,20,303,170,76,31,16,0,0,1500000US060375326051,"Block Group 1, Census Tract 5326.05, Los Angeles County, California"
927,60,0,0,0,0,0,0,0,32,68,0,162,12,24,46,248,13,21,145,9,87,0,0,0,1500000US060375326052,"Block Group 2, Census Tract 5326.05, Los Angeles County, California"
659,42,0,0,0,0,14,16,0,137,18,15,15,14,43,38,87,42,23,73,46,21,14,0,1,1500000US060375326061,"Block Group 1, Census Tract 5326.06, Los Angeles County, California"
1073,101,0,0,0,0,57,0,17,140,17,88,147,10,10,65,162,0,67,121,0,71,0,0,0,1500000US060375326062,"Block Group 2, Census Tract 5326.06, Los Angeles County, California"
825,83,0,0,0,0,0,21,0,82,28,81,74,19,49,42,216,33,0,46,51,0,0,0,0,1500000US060375326063,"Block Group 3, Census Tract 5326.06, Los Angeles County, California"
1199,128,0,12,0,0,32,8,21,81,23,12,135,52,62,11,294,18,81,66,82,72,9,0,0,1500000US060375326071,"Block Group 1, Census Tract 5326.07, Los Angeles County, California"
536,14,0,0,0,10,19,12,3,83,0,0,0,0,7,23,189,6,8,83,25,49,5,0,0,1500000US060375326072,"Block Group 2, Census Tract 5326.07, Los Angeles County, California"
509,45,0,0,0,21,34,0,11,118,3,8,72,0,19,13,69,0,0,27,24,38,7,0,0,1500000US060375326073,"Block Group 3, Census Tract 5326.07, Los Angeles County, California"
561,74,0,0,10,0,70,0,8,64,0,7,14,0,0,26,131,0,25,79,4,49,0,0,0,1500000US060375326074,"Block Group 4, Census Tract 5326.07, Los Angeles County, California"
577,88,0,0,0,0,38,0,0,34,0,0,64,6,21,51,169,23,25,21,19,18,0,0,0,1500000US060375326075,"Block Group 5, Census Tract 5326.07, Los Angeles County, California"
894,167,0,0,0,30,33,30,27,84,0,12,25,10,14,10,225,17,15,69,126,0,0,0,0,1500000US060375327001,"Block Group 1, Census Tract 5327, Los Angeles County, California"
1254,123,0,0,0,0,0,24,0,195,0,12,190,21,9,102,296,24,30,96,89,43,0,0,0,1500000US060375327002,"Block Group 2, Census Tract 5327, Los Angeles County, California"
1336,117,0,0,0,27,84,58,0,183,20,18,111,46,74,110,293,34,0,31,46,75,9,0,0,1500000US060375328001,"Block Group 1, Census Tract 5328, Los Angeles County, California"
1018,127,0,0,23,13,58,11,23,140,10,6,64,29,36,85,154,7,65,81,12,74,0,0,0,1500000US060375328002,"Block Group 2, Census Tract 5328, Los Angeles County, California"
1098,96,0,0,0,0,149,13,35,224,0,13,56,19,14,44,342,0,6,68,19,0,0,0,0,1500000US060375329001,"Block Group 1, Census Tract 5329, Los Angeles County, California"
1371,111,0,0,0,100,31,38,55,175,7,0,76,0,37,124,274,26,56,173,39,49,0,0,0,1500000US060375329002,"Block Group 2, Census Tract 5329, Los Angeles County, California"
1360,94,5,0,0,0,18,72,0,198,44,0,108,0,137,77,377,4,24,74,57,71,0,0,0,1500000US060375329003,"Block Group 3, Census Tract 5329, Los Angeles County, California"
1169,38,0,0,7,177,0,14,29,111,0,0,129,0,22,14,399,22,17,126,0,64,0,0,0,1500000US060375330011,"Block Group 1, Census Tract 5330.01, Los Angeles County, California"
1325,128,0,0,0,23,108,30,0,144,20,50,24,17,66,90,281,18,128,113,33,52,0,0,0,1500000US060375330012,"Block Group 2, Census Tract 5330.01, Los Angeles County, California"
754,45,0,0,0,0,13,14,11,85,25,56,63,18,30,80,152,7,75,47,20,13,0,0,0,1500000US060375330021,"Block Group 1, Census Tract 5330.02, Los Angeles County, California"
738,28,0,0,30,8,30,0,0,142,16,36,44,0,61,41,155,0,7,61,12,67,0,0,0,1500000US060375330022,"Block Group 2, Census Tract 5330.02, Los Angeles County, California"
714,42,0,0,0,0,19,0,18,99,0,32,74,32,41,28,249,22,22,13,10,13,0,0,0,1500000US060375331031,"Block Group 1, Census Tract 5331.03, Los Angeles County, California"
947,61,0,2,0,21,26,6,6,156,22,75,66,31,54,122,163,0,26,58,42,10,0,0,0,1500000US060375331032,"Block Group 2, Census Tract 5331.03, Los Angeles County, California"
1313,129,0,0,17,0,21,0,0,90,0,18,163,50,19,32,412,20,63,75,12,192,0,0,0,1500000US060375331041,"Block Group 1, Census Tract 5331.04, Los Angeles County, California"
1399,110,0,8,0,0,26,14,40,119,28,0,113,26,71,76,392,2,31,254,26,58,5,0,0,1500000US060375331042,"Block Group 2, Census Tract 5331.04, Los Angeles County, California"
1591,149,0,0,18,39,16,48,23,152,2,17,115,83,118,31,319,11,4,272,12,134,19,9,0,1500000US060375331051,"Block Group 1, Census Tract 5331.05, Los Angeles County, California"
615,104,0,0,18,6,16,17,5,71,7,6,46,14,29,11,97,24,15,47,13,55,14,0,0,1500000US060375331081,"Block Group 1, Census Tract 5331.08, Los Angeles County, California"
1335,83,0,0,0,18,42,33,48,113,11,21,99,43,33,83,306,32,44,161,58,101,6,0,0,1500000US060375331082,"Block Group 2, Census Tract 5331.08, Los Angeles County, California"
896,45,0,0,9,0,18,2,26,40,8,14,50,58,78,37,271,9,19,172,18,22,0,0,0,1500000US060375331083,"Block Group 3, Census Tract 5331.08, Los Angeles County, California"
576,37,0,0,22,13,10,28,8,110,11,29,32,23,10,0,112,0,14,62,11,37,7,0,0,1500000US060375332011,"Block Group 1, Census Tract 5332.01, Los Angeles County, California"
1167,33,0,0,14,31,41,0,3,137,28,51,109,17,33,66,206,41,86,153,28,77,13,0,0,1500000US060375332012,"Block Group 2, Census Tract 5332.01, Los Angeles County, California"
1031,131,0,0,0,0,9,37,10,70,15,24,27,0,20,61,275,24,20,143,55,58,40,12,0,1500000US060375332041,"Block Group 1, Census Tract 5332.04, Los Angeles County, California"
947,103,0,0,0,0,50,33,55,72,46,26,63,23,34,33,118,0,77,74,76,36,28,0,0,1500000US060375332042,"Block Group 2, Census Tract 5332.04, Los Angeles County, California"
976,39,0,10,0,29,13,0,10,107,0,66,143,43,67,63,187,15,17,66,13,66,6,16,0,1500000US060375332043,"Block Group 3, Census Tract 5332.04, Los Angeles County, California"
603,17,0,0,0,0,25,30,0,60,8,26,18,13,0,69,239,0,27,16,38,4,0,13,0,1500000US060375333001,"Block Group 1, Census Tract 5333, Los Angeles County, California"
1312,48,0,0,9,12,11,0,40,201,6,41,75,16,37,99,341,47,9,174,72,60,8,0,6,1500000US060375333002,"Block Group 2, Census Tract 5333, Los Angeles County, California"
934,46,0,18,0,0,22,0,34,177,23,84,47,0,0,28,271,20,0,58,29,77,0,0,0,1500000US060375334011,"Block Group 1, Census Tract 5334.01, Los Angeles County, California"
1243,86,0,0,0,0,50,25,22,158,0,45,73,12,0,86,155,12,0,134,97,62,121,0,105,1500000US060375334012,"Block Group 2, Census Tract 5334.01, Los Angeles County, California"
1190,140,13,0,24,0,0,0,34,145,10,124,0,36,25,83,266,28,9,119,50,52,0,32,0,1500000US060375334013,"Block Group 3, Census Tract 5334.01, Los Angeles County, California"
1349,207,0,0,12,0,52,45,27,294,36,62,59,35,18,22,303,18,19,53,38,39,10,0,0,1500000US060375334021,"Block Group 1, Census Tract 5334.02, Los Angeles County, California"
959,70,0,0,0,4,6,25,27,78,0,95,98,33,19,21,147,11,0,169,8,148,0,0,0,1500000US060375334022,"Block Group 2, Census Tract 5334.02, Los Angeles County, California"
1205,62,0,0,0,28,10,5,49,88,38,24,4,14,37,28,377,12,92,168,10,136,14,9,0,1500000US060375334031,"Block Group 1, Census Tract 5334.03, Los Angeles County, California"
